Station_Name,Transport_Mode,Line,Latitude,Longitude,Additional_Info
GHANSOLI VILLAGE,Bus,BEST,19.122696,72.999451,
MAROL MAROSHI BUS STATION,Bus,BEST,19.11803,72.880152,
ST.LAWRENCE HIGH SCHOOL (KANDIVALI-E),Bus,BEST,19.23943,72.847232,
ACHARYA ATRE CHOWK (WORLI NAKA),Bus,BEST,18.999292,72.817621,
SHREYAS CINEMA,Bus,BEST,19.092294,72.911115,
COMRADE GULABRAO GANACHARYA CHOWK,Bus,BEST,18.98595,72.831868,
"VADAVALI VILLAGE, BORLA SOCIETY",Bus,BEST,19.04609,72.90123,
RAMASHRAM (POWAI),Bus,BEST,19.120151,72.899702,
JUIPADA VILLAGE,Bus,BEST,19.051069,73.016877,
NELCO,Bus,BEST,19.117208,72.862684,
PRASANNA JEEVAN SOCIETY,Bus,BEST,19.230577,72.847904,
MORA VILLAGE,Bus,BEST,19.117831,72.821436,
NERUL BUS STATION,Bus,BEST,19.03982,73.019903,
SAMARTH NAGAR (JOGESHWARI-E),Bus,BEST,19.136982,72.859583,
CHARAT SINGH COLONY,Bus,BEST,19.111391,72.864189,
"DNYANSADHANA COLLEGE, KOPARI",Bus,BEST,19.184728,72.965189,
"AAREY POLICE STATION, CHHOTA KASHMIR",Bus,BEST,19.162717,72.87128,
KIDWAI NAGAR,Bus,BEST,19.009453,72.854056,
BANK OF INDIA (BKC),Bus,BEST,19.061006,72.860408,
RAJASHREE CINEMA,Bus,BEST,19.25093,72.863737,
SUYASH SHOPPING CENTRE,Bus,BEST,19.176027,72.877595,
SHAHU NAGAR (DHARAVI),Bus,BEST,19.040069,72.851196,
M.I.G.COLONY (KALA NAGAR),Bus,BEST,19.056364,72.847651,
BAINGANWADI,Bus,BEST,19.058482,72.924816,
LOKMANYA TILAK HOSPITAL (SION),Bus,BEST,19.035465,72.857488,
MALAD STATION (W),Bus,BEST,19.185453,72.848353,
GOREGAON-MULUND LINK ROAD (MULUND-W),Bus,BEST,19.160335,72.946774,
ASHOK VIHAR,Bus,BEST,19.117717,72.887185,
AMULAKH HIGH SCHOOL,Bus,BEST,19.024589,72.860354,
SARVODAYA HOSPITAL (GHATKOPAR-W),Bus,BEST,19.09232,72.908435,
VAKOLA POLICE STATION,Bus,BEST,19.080251,72.849469,
"SPECIAL STEEL, RAJENDRA NAGAR",Bus,BEST,19.221227,72.863174,
MULUND RAILWAY STATION (W),Bus,BEST,19.174013,72.954435,
BHAJI MARKET,Bus,BEST,19.307168,72.849755,
BHANDUP STATION (E),Bus,BEST,19.142483,72.939151,
POSTAL COLONY (CHEMBUR),Bus,BEST,19.061635,72.894003,
JIJAMATA NAGAR (WORLI),Bus,BEST,18.993115,72.820219,
TURBHE NAKA (JANATA MARKET),Bus,BEST,19.068946,73.019486,
MAHARASHTRA WEIGHT BRIDGE (SION),Bus,BEST,19.05381,72.867984,
AGRA ROAD NAKA (MULUND-W),Bus,BEST,19.177816,72.94333,
MARATHON CHOWK (TEEN HATH NAKA),Bus,BEST,19.187736,72.962831,
CUMBALA HILL POST OFFICE,Bus,BEST,18.969627,72.809309,
QUINSCENT HEIGHTS,Bus,BEST,19.178549,72.832508,
MARATHON CHOWK (TEEN HATH NAKA),Bus,BEST,19.187971,72.962612,
WAGLE ESTATE POST OFFICE,Bus,BEST,19.185947,72.958153,
VAISHALI NAGAR (DAHISAR-E),Bus,BEST,19.251001,72.873474,
MUKESH CHOWK (KEMPS CORNER),Bus,BEST,18.964418,72.804063,
RAJ PARK,Bus,BEST,19.205021,73.007182,
MOVIE STAR TALKIES (GOREGAON-W),Bus,BEST,19.1517833,72.8465,
SARAF CHOUDHARI NAGAR,Bus,BEST,19.208949,72.86322,
MILLENNIUM BUSINESS PARK (MAHAPE),Bus,BEST,19.113919,73.016385,
"DR.AMBEDKAR UDYAN, POWAI",Bus,BEST,19.125552,72.893427,
KAMALA NEHRU PARK (MALABAR HILL),Bus,BEST,18.955023,72.804518,
SU PUMPS (MULUND-WEST),Bus,BEST,19.1846,72.9433833,
SHRIMATI MOTIBEN DALVI HOSPITAL,Bus,BEST,18.95838,72.810411,
GOLDEN CHEMICALS (DAHISAR-E),Bus,BEST,19.263041,72.873794,
SANTACRUZ STATION (E),Bus,BEST,19.081223,72.842465,
PARSIK BANK (NERUL),Bus,BEST,19.040624,73.021082,
WADALA TRUCK TERMINAL,Bus,BEST,19.03457,72.874369,
AAREY UNIT NO.10 (CENTRAL DAIRY),Bus,BEST,19.157856,72.868905,
MAHIM,Bus,BEST,19.040415,72.841202,
M.T.PARK,Bus,BEST,18.907419,72.811795,
CHUNABHATTI,Bus,BEST,19.052084,72.867453,
PRATHAMESH COMPLEX,Bus,BEST,19.137547,72.837416,
GANDHI NAGAR (THANE),Bus,BEST,19.218668,72.969393,
KHARGHAT ROAD,Bus,BEST,19.0192,72.8512,
VIKHROLI BUS STATION (E),Bus,BEST,19.110185,72.929481,
LOKMANYA NAGAR (THANE),Bus,BEST,19.209002,72.951496,
RAM GANESH GADKARI CHOWK,Bus,BEST,19.024342,72.839969,
SAHYADRI GUEST HOUSE (MALABAR HILL),Bus,BEST,18.953269,72.802962,
BANGUR HALL,Bus,BEST,19.165703,72.832879,
FIRE BRIGADE JUNCTION (ANTOP HILL),Bus,BEST,19.025867,72.868513,
MAITRI PARK,Bus,BEST,19.049895,72.904867,
HANUMAN MANDIR (BHANDUP-W),Bus,BEST,19.151706,72.933247,
GURU NANAK NAGAR (GHATKOPAR-W),Bus,BEST,19.085187,72.892835,
AIROLI SECTOR 5,Bus,BEST,19.147955,72.998886,
FREE PRESS JOURNAL MARG,Bus,BEST,18.923102,72.823752,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.044746,72.864142,
BHAKTI PARK GATE (ANIK),Bus,BEST,19.033334,72.878796,
VIKHROLI POLICE STATION,Bus,BEST,19.120368,72.936959,
SARASWATI VIDYAMANDIR (MAHIM),Bus,BEST,19.034276,72.847818,
VASANTRAO NAIK CHOWK (TARDEO),Bus,BEST,18.969432,72.815149,
GAVDEVI MANDIR (THANE),Bus,BEST,19.184538,72.972491,
MAROL PIPELINE,Bus,BEST,19.110989,72.872153,
MAJIWADA,Bus,BEST,19.215614,72.978133,
JOGESHWARI (W) BUS STATION,Bus,BEST,19.133606,72.84757,
BKC TELEPHONE EXCHANGE,Bus,BEST,19.071167,72.87264,
SASOON DOCK,Bus,BEST,18.914882,72.824841,
BEST COLONY (BHOIWADA),Bus,BEST,19.005385,72.848408,
LOKMANYA TILAK HOSPITAL (SION),Bus,BEST,19.037021,72.861116,
CENTRAL RAILWAY GOODS,Bus,BEST,18.960527,72.84331,
BANDRA (E) PHATAK,Bus,BEST,19.057209,72.841333,
KRISHNA NAGAR (SAKI NAKA),Bus,BEST,19.099107,72.887859,
SANTACRUZ POLICE STATION,Bus,BEST,19.08288,72.834463,
EKTA BHOOMI COMPLEX,Bus,BEST,19.212675,72.838587,
VIVEK VIDYALAYA,Bus,BEST,19.158619,72.843703,
NEW INDIA BANK,Bus,BEST,19.281761,72.860409,
BKC TELEPHONE EXCHANGE,Bus,BEST,19.07151,72.871975,
JANTA NAGAR (KANDIVALI-E),Bus,BEST,19.213095,72.86083,
"TRACTOR GATE NO.3, VASA HOSPITAL",Bus,BEST,19.200733,72.871573,
HUTATMA CHOWK,Bus,BEST,18.933957,72.830237,
DAHISAR MARKET,Bus,BEST,19.25595,72.858018,
"AAREY UNIT NO.6, MARKET",Bus,BEST,19.157841,72.874524,
SAIBABA MANDIR (KANDIVALI-W),Bus,BEST,19.21807,72.828702,
SAIKRUPA NAGAR,Bus,BEST,19.196354,72.80646,
GOREGAON STATION (E),Bus,BEST,19.165407,72.850487,
"VASHI NAKA (CHEMBUR), M.M.R.D.A COLONY",Bus,BEST,19.031076,72.902717,
SARVODAYA HOSPITAL (GHATKOPAR-W),Bus,BEST,19.08848,72.906736,
VAKOLA POLICE STATION,Bus,BEST,19.080448,72.845468,
"MOUNT CARMEL CHURCH, LILAVATI HOSPITAL",Bus,BEST,19.051419,72.828882,
MAHESHWARI UDYAN (KINGS CIRCLE),Bus,BEST,19.02548,72.854217,
KHADI BHANDAR,Bus,BEST,18.937258,72.834165,
CHHATRAPATI SHIVAJI MAHARAJ TERMINUS(CSMT),Bus,BEST,18.941134,72.834789,
MARVA INDUSTRIAL ESTATE,Bus,BEST,19.111727,72.886599,
G.T.HOSPITAL,Bus,BEST,18.945386,72.83113,
VESAVA-YARI ROAD BUS STATION,Bus,BEST,19.13954,72.80847,
"NOVELTY CINEMA, DR.BHADKAMKAR ROAD",Bus,BEST,18.961919,72.818697,
ANDHERI STATION (W),Bus,BEST,19.119132,72.846221,
ZULELAL CHOWK,Bus,BEST,19.142995,72.824617,
HICKSON & DADAJEE,Bus,BEST,19.16737,72.854203,
GAIWADI,Bus,BEST,18.95323,72.821278,
SONAWALA BUILDING,Bus,BEST,18.967293,72.816813,
MANTRALAYA,Bus,BEST,18.927314,72.825847,
AMRAPALI SOCIETY,Bus,BEST,19.181409,72.815164,
ANAND NAGAR MARKET,Bus,BEST,19.255818,72.864629,
VARTAK NAGAR,Bus,BEST,19.210185,72.961804,
CROMPTON GREAVES,Bus,BEST,19.134379,72.93497,
JALVAYU VIHAR (POWAI),Bus,BEST,19.117651,72.905453,
KAMLADEVI JAIN HIGH SCHOOL,Bus,BEST,19.133404,72.828779,
WADALA CHURCH,Bus,BEST,19.01932,72.856662,
"A.H.ANSARI CHOWK, NEW NAGPADA",Bus,BEST,18.968768,72.833182,
INTERFACE BUILDING-16,Bus,BEST,19.184166,72.829652,
NANA CHOWK,Bus,BEST,18.961336,72.813409,
PRARTHANA SAMAJ,Bus,BEST,18.957132,72.819983,
JAIHIND CINEMA,Bus,BEST,18.985375,72.835325,
SANT GADGE MAHARAJ CHOWK,Bus,BEST,18.980707,72.826877,
EVERARD NAGAR,Bus,BEST,19.051691,72.876916,
NEHRU PLANETARIUM (WORLI),Bus,BEST,18.988439,72.813793,
"MALVANI VILLAGE, MALVANI CHURCH",Bus,BEST,19.196355,72.808333,
SUNDERVAN (ANDHERI-W),Bus,BEST,19.136915,72.825563,
KAMANI,Bus,BEST,19.084136,72.884131,
MADKEBUWA CHOWK (PAREL),Bus,BEST,19.002469,72.838475,
PRABODHANKAR THACKERAY UDYAN BUS STATION (SEWREE),Bus,BEST,18.998196,72.852363,
RANI LAXMIBAI CHOWK (SION),Bus,BEST,19.041367,72.862909,
"JITENDRA MARG, MALAD PHATAK",Bus,BEST,19.183511,72.850028,
S.K.RESORT (BORIVALI -W),Bus,BEST,19.239247,72.842495,
"BHOIWADA, MANE MASTER CHOWK",Bus,BEST,19.005373,72.844637,
INORBIT MALL,Bus,BEST,19.170231,72.835329,
KASTURI ESTATE,Bus,BEST,19.301183,72.857219,
AAREY UNIT NO.13 (CENTRAL DAIRY),Bus,BEST,19.156117,72.865665,
SAMATA NAGAR BUS STATION (KANDIVALI-E),Bus,BEST,19.206911,72.869573,
HOLY ANGEL S SCHOOL,Bus,BEST,19.173851,72.963895,
DR.COOPER HOSPITAL,Bus,BEST,19.108096,72.836963,
VIVEKANAND NAGAR (BELAPUR),Bus,BEST,19.023667,73.044405,
NARAYAN NAGAR (GHATKOPAR-E),Bus,BEST,19.085829,72.894991,
NIRMAL BUILDING,Bus,BEST,18.928684,72.821517,
"J.V.P.D, SAURASHTRA SOCIETY",Bus,BEST,19.114812,72.83002,
MAROL MAROSHI BUS STATION,Bus,BEST,19.117922,72.880228,
GHATKOPAR STATION (E),Bus,BEST,19.085066,72.908542,
GARLIC COMPANY,Bus,BEST,18.978712,72.828654,
JARIMARI (SAKINAKA),Bus,BEST,19.093585,72.883148,
A.P.M.C SECTOR 26,Bus,BEST,19.086565,73.011985,
CHAKALA,Bus,BEST,19.11492,72.858427,
MINERVA TALKIES,Bus,BEST,18.964584,72.818553,
TAKSHILA,Bus,BEST,19.129489,72.868189,
RETREAT HOTEL (MADH),Bus,BEST,19.153734,72.789369,
SURUCHI,Bus,BEST,19.207649,72.864514,
C.K.P.COLONY,Bus,BEST,19.232302,72.846743,
KHARI GAON,Bus,BEST,19.30542,72.857854,
TEMBIPADA,Bus,BEST,19.156151,72.929843,
JUHU VILLAGE (NAVI MUMBAI),Bus,BEST,19.086811,73.003196,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.01636,72.846472,
KURLA STATION (W),Bus,BEST,19.06714,72.879255,
SAMBHAJI NAGAR (VILE PARLE-E),Bus,BEST,19.099876,72.853932,
KHERWADI (BANDRA-E),Bus,BEST,19.062217,72.846441,
BYCULLA STATION (W),Bus,BEST,18.97698,72.832169,
GARWARE CHOWK,Bus,BEST,19.109958,72.852899,
SAIBABA MANDIR (SAMATA NAGAR),Bus,BEST,19.205801,72.871628,
ST.XAVIER S HIGH SCHOOL (KASHIMIRA),Bus,BEST,19.2695167,72.8883167,
NARMADESHWAR MANDIR,Bus,BEST,19.041247,72.938604,
"KAMAL BAUG, 14TH BUNGALOWS -(MADH)",Bus,BEST,19.15572,72.788036,
NEW SHAKTI MILL,Bus,BEST,19.200681,72.975611,
BABASAHEB WORLIKAR CHOWK (CENTURY BAZAAR),Bus,BEST,19.012486,72.822444,
R.C.F.(CHEMBUR) HOSTEL,Bus,BEST,19.039249,72.893423,
ICICI BANK (BKC),Bus,BEST,19.064647,72.861327,
TATA PRESS (NERUL),Bus,BEST,19.03913,73.028738,
BHARATI VIDYAPITH,Bus,BEST,19.026416,73.056802,
SIDDHARTH NAGAR (THANE),Bus,BEST,19.182505,72.970675,
STANDARD ALKALI COMPANY,Bus,BEST,19.119776,73.006388,
RAM BHAVAN,Bus,BEST,19.090449,72.904017,
GURU TEG BAHADUR NAGAR STATION,Bus,BEST,19.037094,72.862788,
"BANDRA TALKIES, SHROFF EYE HOSPITAL",Bus,BEST,19.06101,72.837149,
"GARWARE CHOWK, KOLDONGRI NO.2",Bus,BEST,19.109415,72.852035,
TEEN BAKDA (WALKESHWAR),Bus,BEST,18.953616,72.806902,
MANTRALAYA,Bus,BEST,18.927855,72.824868,
GHATKOPAR STATION (E),Bus,BEST,19.083809,72.90573,
GHATKOPAR BUS STATION,Bus,BEST,19.088094,72.918338,
JOGESHWARI (E) POLICE STATION,Bus,BEST,19.138832,72.855114,
CROMPTON GREAVES,Bus,BEST,19.13446,72.934885,
ANNABHAU SATHE NAGAR (MANKHURD),Bus,BEST,19.056595,72.930213,
PANCHAVATI HOUSING SOCIETY,Bus,BEST,19.177913,72.855765,
"VIRWANI ESTATE, SARVODAYA NAGAR",Bus,BEST,19.17114,72.85903,
RABALE POLICE STATION,Bus,BEST,19.145895,73.000892,
PARVAT NAGAR,Bus,BEST,19.243539,72.860004,
"AMARNATH PATIL SPORT COMPLEX, BANGANGA",Bus,BEST,19.050521,72.914234,
ST.MARY S HIGH SCHOOL (MAZGAON),Bus,BEST,18.96989,72.83508,
GOREGAON TELEPHONE EXCHANGE,Bus,BEST,19.157542,72.856681,
CHAITANYA HOSPITAL,Bus,BEST,19.2903,72.863867,
FREE PRESS JOURNAL MARG,Bus,BEST,18.92463,72.825089,
VATSALABAI DESAI CHOWK (HAJI ALI),Bus,BEST,18.979965,72.812918,
SAFED POOL (SAKI NAKA),Bus,BEST,19.096503,72.883679,
"SARVODAYA, PARSHWANATH NAGAR (MULUND-W)",Bus,BEST,19.163868,72.947001,
NANA CHOWK,Bus,BEST,18.962049,72.812497,
NATASHA TOWER,Bus,BEST,19.126487,72.821266,
D.A.V.COLLEGE,Bus,BEST,19.138661,72.935692,
ANUSHAKTI NAGAR BUS STATION,Bus,BEST,19.042763,72.92651,
"MACCHIMAR NAGAR, RAHEJA HOSPITAL (MAHIM)",Bus,BEST,19.045501,72.841835,
MILLENNIUM BUSINESS PARK (MAHAPE),Bus,BEST,19.113892,73.016214,
VAKOLA MASJID,Bus,BEST,19.081637,72.855568,
MANTRALAYA,Bus,BEST,18.929327,72.824212,
MANTRALAYA,Bus,BEST,18.928749,72.824583,
PARSIK SHIV MANDIR,Bus,BEST,19.202989,73.004614,
RIDDHI SIDDHI,Bus,BEST,19.137274,72.810535,
GAONDEVI POLICE STATION,Bus,BEST,18.959763,72.812081,
NERUL NAKA,Bus,BEST,19.046404,73.025302,
NAVJEEVAN SOCIETY (CHEMBUR),Bus,BEST,19.048003,72.893315,
BHANDUP STATION (W) ROAD,Bus,BEST,19.145898,72.935776,
ANDHERI STATION (W),Bus,BEST,19.1212167,72.8459333,
INCOME TAX OFFICE (BKC),Bus,BEST,19.059051,72.854709,
GANESHMURTI NAGAR POLICE CHOWKY,Bus,BEST,18.910166,72.813264,
SAMRAT HOTEL (MATUNGA-E),Bus,BEST,19.030918,72.844857,
KANDIVALI STATION ROAD (W),Bus,BEST,19.205879,72.850003,
CHIKOOWADI,Bus,BEST,19.219748,72.838478,
THAKUR PAKHADI,Bus,BEST,19.234768,72.846018,
NEW GREEN WOOD GARDAN,Bus,BEST,19.2701667,72.8896,
SHITALADEVI TEMPLE (MAHIM),Bus,BEST,19.033965,72.842299,
KURAR VILLAGE,Bus,BEST,19.185865,72.858346,
S.K.RESORT (BORIVALI -W),Bus,BEST,19.239868,72.842885,
"SUMER HOUSE, SURAJ DIAMOND",Bus,BEST,19.121595,72.873583,
SHEETAL CINEMA (KURLA-W),Bus,BEST,19.082247,72.882089,
PRABODHANKAR THACKERAY CHOWK (DADAR-W),Bus,BEST,19.017699,72.835434,
"CHEMBUR LEVEL CROSSING, SHELL BRIDGE",Bus,BEST,19.06357,72.897641,
PERI CROSS ROAD,Bus,BEST,19.059953,72.823963,
JANATA MARKET (BHANDUP-W),Bus,BEST,19.142645,72.933077,
RANADE ROAD (DADAR-W),Bus,BEST,19.022019,72.837834,
DOMESTIC AIRPORT JUNCTION,Bus,BEST,19.097744,72.853677,
BANWARI COMPOUND,Bus,BEST,19.045631,72.847022,
VASHI SECTOR 19,Bus,BEST,19.084081,73.011909,
"SPECIAL STEEL, RAJENDRA NAGAR",Bus,BEST,19.221453,72.86403,
HOLY FAMILY HOSPITAL (BANDRA-W),Bus,BEST,19.054715,72.827577,
TUNGA VILLAGE,Bus,BEST,19.12135,72.891071,
GOREGAON (W) BUS STATION,Bus,BEST,19.163654,72.848643,
MONGINIS (ANDHERI-W),Bus,BEST,19.138456,72.831883,
BYCULLA STATION (W),Bus,BEST,18.976067,72.832037,
NAVJEEVAN VIDYAMANDIR (BHANDUP-W),Bus,BEST,19.151633,72.92992,
BANK OF MAHARASHTRA (KANDIVALI-W),Bus,BEST,19.213011,72.828393,
D MART SHOPPING CENTRE-MALAD-W,Bus,BEST,19.186167,72.83583,
"LALLUBHAI COMPOUND, DR.AMBEDKAR CHOWK",Bus,BEST,19.053803,72.927078,
BANDRA POLICE STATION,Bus,BEST,19.056103,72.835015,
NOORBAUG,Bus,BEST,18.9626,72.836966,
DADASAHEB PHALKE CHITRANAGRI,Bus,BEST,19.163258,72.887622,
RANI SATI MARG (MALAD-E) MUNICIPAL SCHOOL,Bus,BEST,19.183513,72.852386,
ST.PETER S CHURCH (BANDRA-W),Bus,BEST,19.05526,72.830551,
GOKHALE BRIDGE,Bus,BEST,19.115214,72.849645,
DATTAPADA PHATAK,Bus,BEST,19.224285,72.856629,
S.K.STONE (MIRA ROAD),Bus,BEST,19.285163,72.869635,
R.C.F.(CHEMBUR)OFFICE,Bus,BEST,19.038615,72.891096,
"YOGI NAGAR, JAYRAJ NAGAR (BORIVALI -W)",Bus,BEST,19.234556,72.840512,
J.V.P.D.BUS STATION,Bus,BEST,19.116168,72.831045,
LALLUBHAI COMPOUND POLICE CHOWKY,Bus,BEST,19.052691,72.927088,
SAMAJ MANDIR HALL (SION KOLIWADA),Bus,BEST,19.039156,72.86803,
GURU NANAK NAGAR (GHATKOPAR-W),Bus,BEST,19.085305,72.893395,
GANDHI MARKET (GHATKOPAR-E),Bus,BEST,19.081595,72.904438,
HARE RAM HARE KRISHNA (ISKCON),Bus,BEST,19.113,72.82609,
KHODADAD CIRCLE (DADAR TT),Bus,BEST,19.019045,72.848987,
MANKHURD OCTROI NAKA,Bus,BEST,19.057257,72.955276,
DONGRI,Bus,BEST,18.958073,72.835346,
JUMBO DARSHAN (ANDHERI-E),Bus,BEST,19.114267,72.852421,
"RAM GANESH GADKARI CHOWK, BALMOHAN VIDYALAY",Bus,BEST,19.02586,72.839503,
WADALA TRUCK TERMINAL (MAIN GATE),Bus,BEST,19.036452,72.880229,
SUNDAR GALLI (BYCULLA-W),Bus,BEST,18.976319,72.830432,
KAMOTHE JUNCTION,Bus,BEST,19.023796,73.098472,
RANA & SONS,Bus,BEST,19.210362,72.825951,
HUTATMA CHOWK,Bus,BEST,18.929864,72.829623,
HIRA MONGI NAVNEET HOSPITAL,Bus,BEST,19.171158,72.950395,
MALVANI BLOCK NO.6,Bus,BEST,19.189815,72.81992,
"NANA CHOWK, SHASTRI HALL",Bus,BEST,18.96383,72.813397,
NEW ERA TALKIES,Bus,BEST,19.182461,72.846948,
MOUNT MARY STEPS (MUNICIPAL GARDEN),Bus,BEST,19.04821,72.825977,
DHAKE COLONY,Bus,BEST,19.127715,72.83249,
VIKHROLI STATION ROAD (W),Bus,BEST,19.111648,72.925669,
ANTOP HILL,Bus,BEST,19.026625,72.866413,
NEW INDIA QUARTERS (ANDHERI-W),Bus,BEST,19.114073,72.839419,
FAMOUS STUDIO,Bus,BEST,18.985918,72.824014,
AANGAN,Bus,BEST,19.208105,72.87291,
VASHI BUS STATION,Bus,BEST,19.075249,72.996827,
MIRA ROAD STATION (E),Bus,BEST,19.281317,72.858068,
SARDAR PATEL NAGAR (PARK STREET),Bus,BEST,19.141374,72.819543,
"KAMOTHE VILLAGE, MANSAROVAR",Bus,BEST,19.025759,73.095871,
C.G.S.COLONY (BHANDUP-E),Bus,BEST,19.141101,72.93765,
NEHRU NAGAR (KURLA-E),Bus,BEST,19.061722,72.883638,
MUNICIPAL COLONY SECTOR -D (GOREGAON-E),Bus,BEST,19.173237,72.879641,
"SHIVSHAHI PRAKALP, MANTRI PARK",Bus,BEST,19.167754,72.881497,
"VIRWANI ESTATE, SARVODAYA NAGAR",Bus,BEST,19.169785,72.859829,
"LOKSHAHIR SATHE UDYAN, SUMAN NAGAR",Bus,BEST,19.053564,72.883955,
EVEREST SOCIETY (KURLA-E),Bus,BEST,19.061092,72.890602,
MAZGAON DOCK,Bus,BEST,19.024449,72.890029,
SHIVSHRUSHTI (KURLA-E),Bus,BEST,19.055018,72.882482,
ANDHERI STATION (W),Bus,BEST,19.116603,72.845947,
ANDHERI MARKET,Bus,BEST,19.123342,72.846608,
TELEPHONE EXCHANGE (ANDHERI-W),Bus,BEST,19.133754,72.825785,
CHANDIVALI JUNCTION,Bus,BEST,19.112766,72.888376,
JOHN BACKER,Bus,BEST,19.115893,72.889192,
ST.TERESA CONVENT SCHOOL (SANTACRUZ-W),Bus,BEST,19.077172,72.83766,
BRIMCO,Bus,BEST,19.207415,72.822986,
DHAIRYAVAN CHOWK,Bus,BEST,19.031476,72.842653,
PRIYADARSHINI PARK (NAPEAN SEA ROAD),Bus,BEST,18.956329,72.799664,
"MUSTAFA BAZAR, SAVLYA TANDEL CHOWK",Bus,BEST,18.975865,72.840565,
"ANJANABAI MAGAR CHOWK, SWATANTRA SAINIK SURVE CHOWK",Bus,BEST,19.070246,72.875291,
MAYUR NAGAR (AAREY COLONY),Bus,BEST,19.155731,72.884279,
JAIHIND CINEMA,Bus,BEST,18.985646,72.835353,
BORIVALI (W) STATION,Bus,BEST,19.228684,72.855038,
S.N.D.T. (JUHU),Bus,BEST,19.085541,72.829491,
AZAD NAGAR (MIRA ROAD),Bus,BEST,19.296765,72.857279,
CHEMBUR COLONY,Bus,BEST,19.045681,72.894447,
GOVERNMENT LAW COLLEGE,Bus,BEST,18.935615,72.82416,
ANDHERI STATION (W),Bus,BEST,19.118906,72.845223,
BANDRA RAILWAY TERMINUS,Bus,BEST,19.062513,72.841709,
SIDDHIVINAYAK MANDIR (PRABHADEVI),Bus,BEST,19.019241,72.831814,
LAXMANRAO YADAV MARKET (KURLA MARKET),Bus,BEST,19.070239,72.879234,
NANA-NANI PARK (VERSOVA),Bus,BEST,19.127217,72.819032,
DATTA WADI,Bus,BEST,19.20047,72.998632,
"KHAR, LINKING ROAD",Bus,BEST,19.071009,72.83394,
"MUKUND COMPANY, P.W.D.OFFICE (KAMANI)",Bus,BEST,19.084734,72.88891,
CHAKALA MARKET,Bus,BEST,18.9494,72.834706,
MAGATHANE TELEPHONE EXCHANGE,Bus,BEST,19.216116,72.867476,
SHANTARAM TALAO (MALAD-E),Bus,BEST,19.185678,72.859215,
VAISHALI BHAVAN (KANDIVALI-W),Bus,BEST,19.204924,72.839401,
RASHMI RATHI SOCIETY,Bus,BEST,19.215284,72.83577,
ANIRUDDHA BHAVAN,Bus,BEST,19.053092,73.016535,
SARVODAYA NAGAR (JOGESHWARI-E),Bus,BEST,19.134482,72.863558,
"MAHARASHTRA NATURE PARK, P.M.G.P COLONY (DHARAVI)",Bus,BEST,19.051602,72.86182,
PUSHPA PARK (MALAD-E),Bus,BEST,19.188584,72.857964,
INTER STATE BUS STATION (ANIK),Bus,BEST,19.042504,72.878497,
LALJIPADA,Bus,BEST,19.202491,72.834106,
JAWAHAR NAGAR (GOREGAON-W),Bus,BEST,19.160635,72.845879,
M.H.B.COLONY (BORIVALI -W),Bus,BEST,19.230634,72.837927,
SIMPLEX MILL,Bus,BEST,18.979978,72.83097,
CHOKSI HOSPITAL,Bus,BEST,19.191892,72.844812,
JUHU NAGAR (VASHI),Bus,BEST,19.084752,73.001855,
MAZGAON DOCK,Bus,BEST,18.965597,72.847105,
SEEPZ BUS STATION,Bus,BEST,19.124377,72.872308,
GORAI CREEK,Bus,BEST,19.232983,72.824763,
NAVA GAON (DAHISAR-W),Bus,BEST,19.251368,72.853864,
SUVIDHYA SCHOOL (GORAI),Bus,BEST,19.229281,72.828484,
ANTOP HILL BUS STATION,Bus,BEST,19.026453,72.866195,
WADALA FLYOVER BRIDGE,Bus,BEST,19.018564,72.862362,
DEONAR MUNICIPAL COLONY,Bus,BEST,19.054525,72.923582,
DADOJI KONDEV NAGAR (KHARDEV NAGAR),Bus,BEST,19.056003,72.910138,
NEW GAUTAM NAGAR (GOVANDI),Bus,BEST,19.060756,72.914393,
KELKARWADI,Bus,BEST,19.052832,72.908163,
BHANDUP PUMPING CENTRE,Bus,BEST,19.154915,72.955739,
BRAHMAND AZAD NAGAR,Bus,BEST,19.241144,72.975919,
LABOUR CAMP (DHARAVI),Bus,BEST,19.037501,72.85347,
NOORANI MASJID (PATHANWADI),Bus,BEST,19.179272,72.862419,
"AROGYA HOSPITAL, D MART",Bus,BEST,19.019494,73.016248,
STRAND CINEMA,Bus,BEST,18.918037,72.828038,
SATYAM INDUSTRIES,Bus,BEST,19.139553,72.851939,
VATSALABAI DESAI CHOWK (HAJI ALI),Bus,BEST,18.97833,72.813536,
S.I.E.S COLLEGE (NERUL),Bus,BEST,19.042015,73.022365,
MALAD STATION (W),Bus,BEST,19.186546,72.848381,
ASMITA JYOTI,Bus,BEST,19.196912,72.827664,
"SAVE NAGAR, GAONDEVI MANDIR (DAHISAR-E)",Bus,BEST,19.255166,72.860796,
RAMESHWAR BANK (BORIVALI -W),Bus,BEST,19.2277,72.840944,
PAREL STAFF QUARTERS,Bus,BEST,18.996288,72.84225,
TRANSIT CAMP DISPENSARY,Bus,BEST,19.041967,72.870584,
MEGA MART,Bus,BEST,19.086619,73.012061,
MALVANI BLOCK NO.6,Bus,BEST,19.189607,72.819863,
A.D.MODI INSTITUTE (VIDYA NAGARI),Bus,BEST,19.069371,72.859301,
